-1.7050802	-1.5240691	0.8935972	0.5807141	-0.6008595	-0.9900954	1.4658107	-1.4787436	-1.3364547	0.5606646	-2.0628765	1.2897195	-1.6016068	1.6421152	-0.3607687	-1.7721026	-1.4875964	-1.2808408	-1.5440345	-1.6592451	-1.710271	1.5248727	0.7412622	-1.4053894	-1.2906961	1.0333866	1.6346867	-1.1577408	-0.87683487	1.4443372	1.8873194	1.4251232	1.2921906	1.2152971	1.7089086	1.1541427	1.0313191	-0.5153964	-1.5824533	-0.84950113	-1.5538851	1.3314372	-1.9925904	1.6712581	-2.0053692	-1.5013564	-1.2444303	1.1978688	-1.9894505	1.5140233	1.1316582	3.495454	2.012488	-2.9079342	1.6774192	-1.4391851	1.546325	1.5166653	1.4875096	1.0952982	-0.5539606	1.3424188	1.6221524	-0.022873398
0.49410054	0.58034056	-0.52609116	-0.2442738	0.23280844	0.95310783	0.39387807	0.63876706	0.3614418	-0.5672629	0.7543878	-0.47787657	-0.026315385	-0.18267137	-0.3126972	-0.5136267	0.8549873	-0.11202949	0.30660257	-0.28654245	0.22909774	0.27804145	0.09878328	0.596762	0.40876687	-0.04353319	-0.23456442	0.352506	0.50597465	-0.37891352	-0.09869211	-0.5870933	-0.17244549	-0.94112307	-0.42535952	-0.6237235	0.15125376	0.054635778	0.373524	-0.22409156	0.5346209	0.11985213	-0.7629435	0.3186458	0.19683895	0.8577888	0.15882859	-0.5439448	-1.3143972	-0.72626805	-0.40373018	0.96077377	0.4585281	-1.0808015	-0.28840765	0.04347557	-0.51328087	-0.14237857	-0.35870132	-0.22828808	-0.47220367	-0.35060886	-0.60885346	-0.28506008
0.45718262	-0.57453	0.86684686	-0.40624455	0.4367471	-0.5619591	0.3294642	-0.08475318	0.22868447	0.567214	-0.8299868	-0.021864517	-0.018033627	-0.50022084	-1.5720317	-0.3088161	-0.71375906	-0.8872477	0.05379124	-1.1908231	0.46429104	-0.36280683	-0.87702143	-0.21822608	0.31790462	0.36573544	0.39610127	-0.24403259	0.010009273	0.09534466	0.24639374	-0.41854903	0.03396017	-0.06577348	0.3640719	0.09408869	-0.2684772	-0.19937764	-0.36533812	-0.62401134	-0.4625695	0.1081275	-0.45087975	0.6409993	-0.7219329	0.26954976	0.0012926209	0.17874086	-1.0913987	0.3311254	0.20116019	-0.16272362	-0.47984645	-0.34840924	0.38661996	-0.8538067	-0.00045779324	0.8724608	0.11080205	0.26800734	1.3781844	0.9309029	0.22600459	-0.34148386
0.47267747	0.04071973	-0.3135735	-0.10099493	-0.73326266	0.7287285	-0.4486014	0.3994764	0.3226404	-0.6513902	0.65569663	-1.2294062	0.4725235	-0.77114123	-0.23583667	0.25818005	0.88676643	0.5907762	0.48550358	0.17512766	0.90498453	-0.1394936	0.36757493	0.7262782	0.66095406	-0.10675399	-0.43277693	0.69046736	0.31571627	-0.5144811	-0.4534334	-0.65770483	-0.4499014	-0.004078264	-0.27106634	-1.1002823	-0.6348777	0.20873058	0.6389497	0.48236796	-0.09799685	-0.68314356	0.26579747	-0.74927413	0.40310708	0.8528691	-0.46724585	-0.6813473	-0.94647646	-0.4094724	-0.4868216	1.4269166	0.95860314	-1.0477865	-0.46694532	0.4987995	-0.44750565	0.13933235	-0.94556093	-0.6624598	0.1040326	-0.7144442	-0.79860276	-0.31121218
-0.43767515	-0.043559536	-0.104048595	0.19990148	-0.08723802	-0.045884	-0.10831702	-0.0057490924	0.1637728	0.69977266	-0.30036467	-0.24915409	-0.04885368	-0.11951407	-0.14885381	-0.17041719	0.24661611	0.025573751	0.20217744	0.47999567	0.8001569	-0.11889899	0.7123444	0.25096315	0.5536911	-0.14402865	-0.34829304	0.13484174	0.61667216	-0.1198624	-0.2919135	0.53777397	-0.12570798	0.13770731	-0.29878965	0.08770947	0.013983554	0.58760256	0.39252117	0.32823035	0.058038697	-0.2630375	-0.4405169	-0.14180334	0.16553675	-0.5067057	-0.6370851	-0.4790638	-0.15776503	0.01677035	0.04499253	-0.25207692	0.39711538	-0.07262445	0.91262674	0.39348367	-0.20369248	-0.16931061	0.0944456	0.002258163	-0.61590576	-0.03710863	0.41426432	0.20462416
0.035588786	0.4968012	-0.2750892	-0.5027109	-0.36305904	0.16226266	0.6060003	0.21255268	-0.24498856	0.04576644	-0.5896721	-0.016793294	0.91492534	0.50588757	0.39299265	-0.3599461	0.9051775	0.32932803	-0.31775922	0.016588867	-0.8622084	-0.19501826	0.12656657	0.72507334	0.65288645	0.29332197	0.5616547	0.019766401	0.110770695	0.37503952	-0.0012800915	-0.083962575	-0.035732705	-0.48724604	0.0036202709	0.24574205	-0.21841721	0.061034314	0.2999857	0.3026442	0.11873162	0.35723358	-0.660696	0.07033527	0.7982255	0.61094147	-0.2555524	0.42576334	0.30524507	-0.7342691	0.10449295	-0.37555763	-0.37192717	0.6073751	-0.6990454	0.40574622	-0.28679067	0.70060086	-0.10239997	-0.10508951	0.5016994	0.01525971	-0.21850742	1.154606
0.23150389	-0.076711744	-1.3970374	-0.6992488	-0.10096887	0.4239678	-0.41857612	1.2943565	-0.83997035	0.18979762	-0.49585995	0.03638366	0.745439	0.07175336	0.77694994	0.60395086	0.2726425	0.00048482278	0.13447767	-0.17615005	-0.41294354	-0.18894568	-0.54017365	0.11851699	-0.34244978	-0.15283182	0.41979763	-0.3227711	-0.5542487	-0.49778324	0.60809	-0.49645942	-1.1041912	0.6645704	-0.31975314	-0.56599784	-0.35585466	0.3933354	-0.27351356	-0.5031812	-1.2800884	-0.42627797	0.62075716	-0.17770849	-0.24216582	0.55074376	-0.42515925	-0.19137163	-0.23871678	-0.052134503	0.059967574	-0.2628125	-1.0721294	0.4631668	-0.063940026	-0.23554312	0.17633095	-0.24816185	0.46343443	-0.28265974	0.14561199	-0.7278066	-0.26448292	0.45667267
0.24509126	0.54334056	-0.037734248	-0.7554239	-0.24612786	0.17232454	-0.18483113	0.33866006	0.25641462	0.10382986	1.0043116	-0.7876062	0.8578145	-0.042019997	-0.46138254	-0.01246517	0.98127306	0.057149824	0.6291454	0.04207158	-0.20281328	0.33094266	1.134552	0.664248	-0.057648357	-0.41014078	-0.549451	0.38282973	0.60369605	-1.5509745	-0.24434094	-0.6814031	0.12834877	0.37503523	-0.55586076	-1.0339202	0.32227626	-0.4984135	0.44599164	0.19995338	0.3351211	0.27015334	-0.115917504	-0.1371389	0.7971601	0.23686077	0.13793889	-0.6702561	-1.0460386	-0.39715886	-0.6614469	1.0387931	0.5518543	-1.1593349	-0.7946658	0.17269532	-0.82316536	1.0633794	-0.52238667	-1.0354346	-0.49012426	-0.12790343	-0.6235885	-0.8741763
0.5254312	0.015277836	1.2262003	1.4408776	0.016481677	-0.5761809	0.25078207	-0.48432085	0.2776369	-0.2784604	-0.13793567	-0.35826996	-0.057509422	-0.18448049	-0.39243597	0.7989131	0.13078171	0.34936187	0.12465623	-0.01699531	0.08849814	-0.6041524	-0.6897544	-0.32076782	-0.1157096	-0.041617382	-0.923683	-0.38643155	0.13890219	0.3728067	-0.45346597	0.21829686	0.30738986	0.40620533	0.57719785	0.25745824	-0.19866401	-0.8822939	0.16757031	-0.28785047	-0.47567692	0.10321117	0.6524919	0.41809165	0.054706585	-0.7565057	0.51959306	0.06503211	0.27346507	-0.42560732	0.80880487	-0.6739722	-0.7533945	1.0127347	-0.7532456	-0.06326614	0.9945877	0.7469752	-0.7373268	0.53484344	0.6625777	0.71183884	0.24866746	0.39743742
-0.27094802	0.38266414	-0.14190102	-0.0586352	-0.86495364	0.239248	-0.13030283	-0.18407083	0.9546751	-0.719615	0.081917204	-1.0004479	-0.13166437	-0.5201633	-1.7739464	0.3234664	-0.50859994	-0.42880026	0.18906991	1.0828524	0.16286366	0.24389298	0.047891233	1.1722499	0.20567726	0.53921276	0.29640293	0.32808805	0.60627794	-0.3099881	-1.0344834	-0.5190496	1.2647927	0.27385747	-0.46930528	-0.8734284	-1.1097594	0.30692893	0.92690504	0.99774504	0.2614043	-0.44642726	0.06543324	0.78765327	0.5437981	-0.2061048	0.33379087	-0.20696603	-1.5793576	-0.22700115	-0.71927357	1.3369017	0.34455597	-0.28027493	-0.28834182	0.3947229	0.34189686	0.023474181	-1.0692049	-0.6510259	-0.34283453	-0.11296064	-0.51116586	-0.115741655
